zfish_id,human_symbol,human_ensg,gene_name
ENSDARG00000101457,CDC42EP4,ENSDARG00000101457,cdc42ep4a
ENSDARG00000054344,GABPB2,ENSDARG00000054344,gabpb2b
ENSDARG00000079199,MEGF6,ENSDARG00000079199,megf6a
ENSDARG00000069912,HMGA2,ENSDARG00000069912,hmga2
ENSDARG00000103313,RHOT1,ENSDARG00000103313,rhot1b
ENSDARG00000060354,SAMD7,ENSDARG00000060354,samd7
ENSDARG00000075974,LDLR,ENSDARG00000075974,si_dkey-258f14.3
ENSDARG00000039145,PLAU,ENSDARG00000039145,plaub
ENSDARG00000061479,THSD7A,ENSDARG00000061479,thsd7aa
ENSDARG00000001817,SPIN1,ENSDARG00000001817,zmp_0000000521
ENSDARG00000001817,SPIN2A,ENSDARG00000001817,zmp_0000000521
ENSDARG00000001817,SPIN4,ENSDARG00000001817,zmp_0000000521
ENSDARG00000001817,SPIN2B,ENSDARG00000001817,zmp_0000000521
ENSDARG00000001817,SPIN3,ENSDARG00000001817,zmp_0000000521
ENSDARG00000075919,CCSER1,ENSDARG00000075919,ccser1
ENSDARG00000057209,PLPPR5,ENSDARG00000057209,plppr5a
ENSDARG00000053241,STS,ENSDARG00000053241,sts
ENSDARG00000028786,CHST12,ENSDARG00000028786,chst12a
ENSDARG00000053311,TESPA1,ENSDARG00000053311,tespa1
ENSDARG00000040048,GALNTL6,ENSDARG00000040048,GALNTL6
ENSDARG00000054941,LDLRAD4,ENSDARG00000054941,ldlrad4b
ENSDARG00000070213,ETNK2,ENSDARG00000070213,etnk2
ENSDARG00000070952,FAM131B,ENSDARG00000070952,fam131ba
ENSDARG00000059987,DNAH12,ENSDARG00000059987,dnah12
ENSDARG00000117093,DIPK1B,ENSDARG00000117093,dipk1b
ENSDARG00000109436,RASL10B,ENSDARG00000109436,RASL10B
ENSDARG00000088222,FAM78A,ENSDARG00000088222,fam78ab
ENSDARG00000062231,ZNF362,ENSDARG00000062231,znf362b
ENSDARG00000044380,RBMX2,ENSDARG00000044380,rbmx2
ENSDARG00000071374,LRRTM2,ENSDARG00000071374,lrrtm2
ENSDARG00000017917,HEYL,ENSDARG00000017917,her7
ENSDARG00000017917,HES5,ENSDARG00000017917,her7
ENSDARG00000059651,CIDEC,ENSDARG00000059651,cidec
ENSDARG00000077367,NTNG2,ENSDARG00000077367,ntng2a
ENSDARG00000091471,ECT2L,ENSDARG00000091471,ccdc28a
ENSDARG00000003411,FOXA2,ENSDARG00000003411,foxa2
ENSDARG00000105120,GAB2,ENSDARG00000105120,gab2
ENSDARG00000060549,ECEL1,ENSDARG00000060549,ecel1
ENSDARG00000114473,CASKIN2,ENSDARG00000114473,CABZ01085710.1
ENSDARG00000012640,CIDEB,ENSDARG00000012640,cideb
ENSDARG00000033273,PRIMPOL,ENSDARG00000033273,primpol
ENSDARG00000086706,BMERB1,ENSDARG00000086706,BMERB1
ENSDARG00000032199,GPC3,ENSDARG00000032199,gpc3
ENSDARG00000041323,CSDC2,ENSDARG00000041323,csdc2a
ENSDARG00000071230,LRFN5,ENSDARG00000071230,lrfn5a
ENSDARG00000008858,CYP7B1,ENSDARG00000008858,cyp7b1
ENSDARG00000086162,ZNF385D,ENSDARG00000086162,znf385d
ENSDARG00000067831,TBATA,ENSDARG00000067831,tbata
ENSDARG00000042296,DLX5,ENSDARG00000042296,dlx5a
ENSDARG00000075467,SHISA3,ENSDARG00000075467,shisa3
ENSDARG00000104101,RIMBP2,ENSDARG00000104101,RIMBP2
ENSDARG00000056019,CSNK1A1L,ENSDARG00000056019,ttbk1a
ENSDARG00000060322,IFI44L,ENSDARG00000060322,zgc_153654
ENSDARG00000060322,IFI44,ENSDARG00000060322,zgc_153654
ENSDARG00000038716,CASQ1,ENSDARG00000038716,casq1a
ENSDARG00000075584,ITFG1,ENSDARG00000075584,itfg1
ENSDARG00000007553,OPN4,ENSDARG00000007553,opn4.1
ENSDARG00000041609,ADARB1,ENSDARG00000041609,adarb1a
ENSDARG00000018040,MSANTD4,ENSDARG00000018040,msantd4
ENSDARG00000043285,ZBTB21,ENSDARG00000043285,zbtb21
ENSDARG00000074604,SAMD1,ENSDARG00000074604,phc3
ENSDARG00000039697,SHTN1,ENSDARG00000039697,shtn1
ENSDARG00000074212,SLC5A10,ENSDARG00000074212,SLC5A10
ENSDARG00000023587,KCNK5,ENSDARG00000023587,kcnk5a
ENSDARG00000056835,LAYN,ENSDARG00000056835,laynb
ENSDARG00000075948,SLCO4A1,ENSDARG00000075948,slco4a1
ENSDARG00000029720,IFI44L,ENSDARG00000029720,si_dkeyp-9d4.2
ENSDARG00000029720,IFI44,ENSDARG00000029720,si_dkeyp-9d4.2
ENSDARG00000062854,SDK1,ENSDARG00000062854,sdk1b
ENSDARG00000070272,CASP10,ENSDARG00000070272,casp8l2
ENSDARG00000033029,PKD1L3,ENSDARG00000033029,pkd1b
ENSDARG00000105274,COL23A1,ENSDARG00000105274,CABZ01074130.1
ENSDARG00000086172,ACVR1C,ENSDARG00000086172,ACVR1C
ENSDARG00000076702,PSD,ENSDARG00000076702,CABZ01068356.1
ENSDARG00000006896,LHX6,ENSDARG00000006896,lhx6
ENSDARG00000012555,AK5,ENSDARG00000012555,ak5
ENSDARG00000010710,MSI1,ENSDARG00000010710,msi1
ENSDARG00000024548,CRYBA4,ENSDARG00000024548,cryba4
ENSDARG00000102099,ZNF22,ENSDARG00000102099,si_ch211-255f4.11
ENSDARG00000071325,CBARP,ENSDARG00000071325,cbarpb
ENSDARG00000076571,SP5,ENSDARG00000076571,sp5a
ENSDARG00000044059,LEFTY2,ENSDARG00000044059,lft2
ENSDARG00000044059,LEFTY1,ENSDARG00000044059,lft2
ENSDARG00000006079,GPR37L1,ENSDARG00000006079,gpr37l1a
ENSDARG00000056015,HOXB13,ENSDARG00000056015,hoxb13a
ENSDARG00000086314,ACKR2,ENSDARG00000086314,CU633991.1
ENSDARG00000074742,ELMOD3,ENSDARG00000074742,elmod3
ENSDARG00000070222,FAM43B,ENSDARG00000070222,fam43b
ENSDARG00000000804,RASSF6,ENSDARG00000000804,rassf6
ENSDARG00000059166,SLC22A13,ENSDARG00000059166,slc22a13b
ENSDARG00000070918,FETUB,ENSDARG00000070918,si_ch211-284e20.8
ENSDARG00000070918,HRG,ENSDARG00000070918,si_ch211-284e20.8
ENSDARG00000077022,FAM131A,ENSDARG00000077022,fam131a
ENSDARG00000068460,OTOG,ENSDARG00000068460,otog
ENSDARG00000078585,MON1A,ENSDARG00000078585,mon1a
ENSDARG00000007430,PRDM12,ENSDARG00000007430,prdm12b
ENSDARG00000009281,DNM1,ENSDARG00000009281,dnm1b
ENSDARG00000043210,NFIC,ENSDARG00000043210,nfic
ENSDARG00000040133,ACKR4,ENSDARG00000040133,ackr4b
ENSDARG00000045808,RLBP1,ENSDARG00000045808,rlbp1b
ENSDARG00000040741,KCNAB1,ENSDARG00000040741,kcnab1b
ENSDARG00000004111,ESR1,ENSDARG00000004111,esr1
ENSDARG00000058180,EXOC3L4,ENSDARG00000058180,exoc3l4
ENSDARG00000101967,SULT4A1,ENSDARG00000101967,sult4a1
ENSDARG00000017790,CHRNB2,ENSDARG00000017790,chrnb2
ENSDARG00000062019,RUFY2,ENSDARG00000062019,rufy2
ENSDARG00000092638,PTPRU,ENSDARG00000092638,ptprua
ENSDARG00000078761,RMDN2,ENSDARG00000078761,rmdn2
ENSDARG00000041145,PAQR5,ENSDARG00000041145,paqr5a
ENSDARG00000069441,LPAR6,ENSDARG00000069441,lpar6b
ENSDARG00000070721,VDR,ENSDARG00000070721,vdrb
ENSDARG00000057166,LRMDA,ENSDARG00000057166,lrmda
ENSDARG00000009386,MPP4,ENSDARG00000009386,mpp4l
ENSDARG00000044091,PITPNA,ENSDARG00000044091,pitpnab
ENSDARG00000005356,TYRO3,ENSDARG00000005356,tyro3
ENSDARG00000018321,LBX1,ENSDARG00000018321,lbx1a
ENSDARG00000018321,LBX2,ENSDARG00000018321,lbx1a
ENSDARG00000062579,KREMEN1,ENSDARG00000062579,kremen1
ENSDARG00000040700,NAB1,ENSDARG00000040700,nab1b
ENSDARG00000033501,TSC22D3,ENSDARG00000033501,zgc_64189
ENSDARG00000051981,STX3,ENSDARG00000051981,STX3
ENSDARG00000010791,DLL1,ENSDARG00000010791,dla
ENSDARG00000098140,ANKRD13D,ENSDARG00000098140,ankrd13d
ENSDARG00000068126,NPPC,ENSDARG00000068126,nppc
ENSDARG00000103480,CD209,ENSDARG00000103480,BX640512.3
ENSDARG00000103480,FCER2,ENSDARG00000103480,BX640512.3
ENSDARG00000103480,CLEC4M,ENSDARG00000103480,BX640512.3
ENSDARG00000103480,CLEC4A,ENSDARG00000103480,BX640512.3
ENSDARG00000103480,CD207,ENSDARG00000103480,BX640512.3
ENSDARG00000103480,CLEC4D,ENSDARG00000103480,BX640512.3
ENSDARG00000103480,CLEC4G,ENSDARG00000103480,BX640512.3
ENSDARG00000103480,CLEC4C,ENSDARG00000103480,BX640512.3
ENSDARG00000103480,CLEC6A,ENSDARG00000103480,BX640512.3
ENSDARG00000088789,MAST1,ENSDARG00000088789,mast1b
ENSDARG00000043396,FNDC4,ENSDARG00000043396,fndc4a
ENSDARG00000013266,COLEC11,ENSDARG00000013266,colec11
ENSDARG00000079377,ARHGEF38,ENSDARG00000079377,arhgef38
ENSDARG00000103868,E2F1,ENSDARG00000103868,e2f1
ENSDARG00000069186,CYP27A1,ENSDARG00000069186,cyp27a1.2
ENSDARG00000044605,STX12,ENSDARG00000044605,stx12l
ENSDARG00000075854,GJB5,ENSDARG00000075854,cx34.4
ENSDARG00000075854,GJB4,ENSDARG00000075854,cx34.4
ENSDARG00000075525,CLN8,ENSDARG00000075525,cln8
ENSDARG00000057678,SFRP1,ENSDARG00000057678,sfrp1b
ENSDARG00000103752,DUSP26,ENSDARG00000103752,DUSP26
ENSDARG00000076014,ERC1,ENSDARG00000076014,ERC1
ENSDARG00000038445,SPIRE1,ENSDARG00000038445,spire1b
ENSDARG00000093521,B3GNT3,ENSDARG00000093521,b3gnt3.3
ENSDARG00000060566,CLUH,ENSDARG00000060566,cluhb
ENSDARG00000075909,SLC35F3,ENSDARG00000075909,slc35f3a
ENSDARG00000103069,LSAMP,ENSDARG00000103069,CABZ01099795.1
ENSDARG00000101928,GORASP1,ENSDARG00000101928,gorasp1b
ENSDARG00000101776,SYT12,ENSDARG00000101776,syt12
ENSDARG00000038981,SCHIP1,ENSDARG00000038981,zgc_153615
ENSDARG00000056742,CRMP1,ENSDARG00000056742,crmp1
ENSDARG00000061717,CYTIP,ENSDARG00000061717,cytip
ENSDARG00000045827,ETFRF1,ENSDARG00000045827,lyrm5b
ENSDARG00000035606,ALDH3B1,ENSDARG00000035606,aldh3b2
ENSDARG00000035606,ALDH3A1,ENSDARG00000035606,aldh3b2
ENSDARG00000040065,GJA5,ENSDARG00000040065,gja5a
ENSDARG00000003706,RYR2,ENSDARG00000003706,ryr2b
ENSDARG00000104958,KBTBD11,ENSDARG00000104958,kbtbd11
ENSDARG00000014939,KCNN2,ENSDARG00000014939,KCNN2
ENSDARG00000014477,SSTR5,ENSDARG00000014477,sstr3
ENSDARG00000113433,HYCC2,ENSDARG00000113433,CABZ01079116.1
ENSDARG00000076414,ESPN,ENSDARG00000076414,espn
ENSDARG00000011862,INA,ENSDARG00000011862,inaa
ENSDARG00000071208,WNT4,ENSDARG00000071208,wnt4a
ENSDARG00000042683,NECTIN1,ENSDARG00000042683,si_dkey-15j16.3
ENSDARG00000063186,BEND7,ENSDARG00000063186,si_ch211-220f12.4
ENSDARG00000063568,SYT7,ENSDARG00000063568,syt7a
ENSDARG00000109502,PHF21B,ENSDARG00000109502,PHF21B
ENSDARG00000054794,PLCXD3,ENSDARG00000054794,plcxd3
ENSDARG00000091058,STING1,ENSDARG00000091058,tmem173
ENSDARG00000003971,ISL2,ENSDARG00000003971,isl2a
ENSDARG00000062357,TAFA1,ENSDARG00000062357,tafa1a
ENSDARG00000044692,ERI1,ENSDARG00000044692,eri1
ENSDARG00000053771,APBB3,ENSDARG00000053771,apbb3
ENSDARG00000039615,FGF8,ENSDARG00000039615,fgf8b
ENSDARG00000069111,IKZF2,ENSDARG00000069111,ikzf2
ENSDARG00000068291,TMEM208,ENSDARG00000068291,TMEM208
ENSDARG00000110756,CLEC3A,ENSDARG00000110756,CLEC3A
ENSDARG00000076998,GAB3,ENSDARG00000076998,si_ch73-92i20.1
ENSDARG00000057610,CDKN2C,ENSDARG00000057610,cdkn2c
ENSDARG00000076694,NAMPT,ENSDARG00000076694,NAMPT (1 of many)
ENSDARG00000062902,TULP2,ENSDARG00000062902,si_dkey-220f10.4
ENSDARG00000094738,LOXHD1,ENSDARG00000094738,loxhd1a
ENSDARG00000099685,GNB5,ENSDARG00000099685,gnb5a
ENSDARG00000100313,PIP5K1C,ENSDARG00000100313,pip5k1cb
ENSDARG00000004049,MARCKS,ENSDARG00000004049,marcksa
ENSDARG00000056619,ARHGAP42,ENSDARG00000056619,arhgap42a
ENSDARG00000055969,RFC3,ENSDARG00000055969,rfc3
ENSDARG00000106473,KCNH2,ENSDARG00000106473,CABZ01076968.1
ENSDARG00000021805,TLE6,ENSDARG00000021805,tle5
ENSDARG00000021805,TLE7,ENSDARG00000021805,tle5
ENSDARG00000094052,TAOK3,ENSDARG00000094052,taok3b
ENSDARG00000062217,KCNJ3,ENSDARG00000062217,kcnj3b
ENSDARG00000038011,CYTH4,ENSDARG00000038011,cyth4a
ENSDARG00000074564,TLCD3B,ENSDARG00000074564,fam57bb
ENSDARG00000045863,ASB15,ENSDARG00000045863,asb15b
ENSDARG00000002445,PRDM1,ENSDARG00000002445,prdm1a
ENSDARG00000086345,CUX2,ENSDARG00000086345,cux2b
ENSDARG00000002026,QKI,ENSDARG00000002026,qkib
ENSDARG00000078363,MCOLN3,ENSDARG00000078363,mcoln3a
ENSDARG00000053186,VSTM4,ENSDARG00000053186,vstm4b
ENSDARG00000038305,VGLL3,ENSDARG00000038305,vgll3
ENSDARG00000089107,MLXIPL,ENSDARG00000089107,mlxipl
ENSDARG00000100986,INHBC,ENSDARG00000100986,INHBC
ENSDARG00000028614,MOSPD1,ENSDARG00000028614,mospd1
ENSDARG00000010023,MFSD14B,ENSDARG00000010023,CU856539.1
ENSDARG00000103934,RAB8B,ENSDARG00000103934,megf8
ENSDARG00000052688,PAQR5,ENSDARG00000052688,paqr5b
ENSDARG00000104264,XKR4,ENSDARG00000104264,zgc_123035
ENSDARG00000073784,FEZ2,ENSDARG00000073784,si_dkey-288i20.2
ENSDARG00000019135,ANKEF1,ENSDARG00000019135,ankef1a
ENSDARG00000036337,CERS3,ENSDARG00000036337,cers3b
ENSDARG00000070774,IRGC,ENSDARG00000070774,irgf1
ENSDARG00000036424,PCDH20,ENSDARG00000036424,pcdh20
ENSDARG00000055653,NUBP2,ENSDARG00000055653,nubp2
ENSDARG00000087016,MICALL1,ENSDARG00000087016,micall1b.2
ENSDARG00000077352,B4GALNT1,ENSDARG00000077352,b4galnt1b
ENSDARG00000062106,KLF5,ENSDARG00000062106,klf5b
ENSDARG00000086892,ERFL,ENSDARG00000086892,erfl1
ENSDARG00000035352,PAFAH1B2,ENSDARG00000035352,pafah1b2
ENSDARG00000054741,PRKG2,ENSDARG00000054741,prkg2
ENSDARG00000037966,THOC6,ENSDARG00000037966,thoc6
ENSDARG00000098290,UNC80,ENSDARG00000098290,unc80
ENSDARG00000061747,DIPK2B,ENSDARG00000061747,dipk2b
ENSDARG00000079125,SOWAHA,ENSDARG00000079125,sowahab
ENSDARG00000104886,DNAAF5,ENSDARG00000104886,CABZ01085365.1
ENSDARG00000021735,CACNA1B,ENSDARG00000021735,cacna1ba
ENSDARG00000033742,NT5C1B,ENSDARG00000033742,nt5c1bb
ENSDARG00000061165,SLC6A4,ENSDARG00000061165,slc6a4a
ENSDARG00000113877,HOXC13,ENSDARG00000113877,hoxc13b
ENSDARG00000094154,H3C14,ENSDARG00000094154,hist2h3c
ENSDARG00000044216,FTO,ENSDARG00000044216,fto
ENSDARG00000060683,LRSAM1,ENSDARG00000060683,lrsam1
ENSDARG00000115359,PGF,ENSDARG00000115359,CABZ01077555.1
ENSDARG00000075960,CDH24,ENSDARG00000075960,cdh24a
ENSDARG00000051823,HYAL4,ENSDARG00000051823,hyal4
ENSDARG00000014927,UCN,ENSDARG00000014927,uts1
ENSDARG00000058003,WFDC1,ENSDARG00000058003,wfdc1
ENSDARG00000077007,ABCC8,ENSDARG00000077007,abcc8b
ENSDARG00000008414,EXOC3L2,ENSDARG00000008414,exoc3l2a
ENSDARG00000025866,ANKDD1B,ENSDARG00000025866,ankdd1b
ENSDARG00000101559,ZHX2,ENSDARG00000101559,zhx2b
ENSDARG00000040925,WNT10B,ENSDARG00000040925,wnt10b
ENSDARG00000104307,HOXA1,ENSDARG00000104307,hoxa1a
ENSDARG00000074329,ARVCF,ENSDARG00000074329,arvcfa
ENSDARG00000056156,NPDC1,ENSDARG00000056156,npdc1b
ENSDARG00000029718,P2RX3,ENSDARG00000029718,p2rx3b
ENSDARG00000015554,ZIC2,ENSDARG00000015554,zic2a
ENSDARG00000041858,REN,ENSDARG00000041858,ren
ENSDARG00000087601,GPR153,ENSDARG00000087601,gpr153
ENSDARG00000087538,KIF3A,ENSDARG00000087538,kif3a
ENSDARG00000103663,NINJ1,ENSDARG00000103663,NINJ1
ENSDARG00000113932,AP1M2,ENSDARG00000113932,LO018011.1
ENSDARG00000001781,TSPAN11,ENSDARG00000001781,tspan11
ENSDARG00000035459,SPNS3,ENSDARG00000035459,spns3
ENSDARG00000040274,SCAMP5,ENSDARG00000040274,scamp5b
ENSDARG00000003615,SLC26A3,ENSDARG00000003615,slc26a3.2
ENSDARG00000095082,ITLN1,ENSDARG00000095082,ITLN1 (1 of many)
ENSDARG00000088825,CIT,ENSDARG00000088825,citb
ENSDARG00000087599,TENM3,ENSDARG00000087599,TENM3
ENSDARG00000070835,TNNC2,ENSDARG00000070835,tnnc2
ENSDARG00000055754,SMC1A,ENSDARG00000055754,smc1a
ENSDARG00000062465,C2orf66,ENSDARG00000062465,pgap1
ENSDARG00000062465,PGAP1,ENSDARG00000062465,pgap1
ENSDARG00000098029,C1orf127,ENSDARG00000098029,si_ch211-129o18.4
ENSDARG00000101096,CEBPE,ENSDARG00000101096,cebp1
ENSDARG00000012945,TNFSF13B,ENSDARG00000012945,tnfsf13b
ENSDARG00000089837,SLC35D2,ENSDARG00000089837,slc35d2
ENSDARG00000076747,TMCC1,ENSDARG00000076747,TMCC1
ENSDARG00000013174,NKD2,ENSDARG00000013174,nkd3
ENSDARG00000018817,BDNF,ENSDARG00000018817,bdnf
ENSDARG00000077047,PTPRN,ENSDARG00000077047,ptprnb
ENSDARG00000038979,VOPP1,ENSDARG00000038979,si_dkey-24c2.9
ENSDARG00000062017,FSD1,ENSDARG00000062017,fsd1
ENSDARG00000076230,ATP10B,ENSDARG00000076230,atp10b
ENSDARG00000074860,SLC5A7,ENSDARG00000074860,slc5a7a
ENSDARG00000088143,SEMA4G,ENSDARG00000088143,sema4gb
ENSDARG00000091511,GPX7,ENSDARG00000091511,gpx7
ENSDARG00000098587,DAZAP1,ENSDARG00000098587,CR318595.1
ENSDARG00000104841,JMJD8,ENSDARG00000104841,JMJD8
ENSDARG00000052713,LRRTM1,ENSDARG00000052713,lrrtm1
ENSDARG00000105265,ENDOD1,ENSDARG00000105265,zgc_171534
ENSDARG00000056594,IRX1,ENSDARG00000056594,irx1b
ENSDARG00000006151,PDE4C,ENSDARG00000006151,pde11al
ENSDARG00000006151,PDE11A,ENSDARG00000006151,pde11al
ENSDARG00000077188,ATRNL1,ENSDARG00000077188,atrnl1a
ENSDARG00000059558,TECTA,ENSDARG00000059558,tecta
ENSDARG00000098769,SLITRK6,ENSDARG00000098769,slitrk6
ENSDARG00000091956,TMEM184B,ENSDARG00000091956,tmem184bb
ENSDARG00000055825,CELSR3,ENSDARG00000055825,celsr3
ENSDARG00000075698,NKPD1,ENSDARG00000075698,nkpd1
ENSDARG00000061411,NELFA,ENSDARG00000061411,nelfa
ENSDARG00000060034,TMEM151B,ENSDARG00000060034,tmem151ba
ENSDARG00000069265,MATN3,ENSDARG00000069265,matn3b
ENSDARG00000079253,PLCH1,ENSDARG00000079253,plch1
ENSDARG00000089538,RNF166,ENSDARG00000089538,rnf166
ENSDARG00000104188,FAM83E,ENSDARG00000104188,fam83fb
ENSDARG00000104188,FAM83F,ENSDARG00000104188,fam83fb
ENSDARG00000061143,TAPT1,ENSDARG00000061143,tapt1b
ENSDARG00000006678,PTH2R,ENSDARG00000006678,pth2r
ENSDARG00000017398,SLC44A5,ENSDARG00000017398,slc44a5a
ENSDARG00000075599,CDC25A,ENSDARG00000075599,cdc25d
ENSDARG00000039373,EPHA3,ENSDARG00000039373,epha3
ENSDARG00000078087,CNNM1,ENSDARG00000078087,CNNM1
ENSDARG00000098057,DSCAML1,ENSDARG00000098057,dscaml1
ENSDARG00000077596,PHF24,ENSDARG00000077596,phf24
ENSDARG00000028354,STXBP6,ENSDARG00000028354,stxbp6l
ENSDARG00000087985,ZNF365,ENSDARG00000087985,znf365
ENSDARG00000102501,HOXA5,ENSDARG00000102501,hoxa5a
ENSDARG00000100055,TOX2,ENSDARG00000100055,tox2
ENSDARG00000005185,CPN1,ENSDARG00000005185,cpn1
ENSDARG00000091702,CSNK2A1,ENSDARG00000091702,csnk2a4
ENSDARG00000091702,CSNK2A3,ENSDARG00000091702,csnk2a4
ENSDARG00000071499,CX3CL1,ENSDARG00000071499,cxcl32b.1
ENSDARG00000071499,CCL7,ENSDARG00000071499,cxcl32b.1
ENSDARG00000071499,CCL2,ENSDARG00000071499,cxcl32b.1
ENSDARG00000071499,CCL8,ENSDARG00000071499,cxcl32b.1
ENSDARG00000071499,CCL25,ENSDARG00000071499,cxcl32b.1
ENSDARG00000071499,CCL11,ENSDARG00000071499,cxcl32b.1
ENSDARG00000071499,CCL13,ENSDARG00000071499,cxcl32b.1
ENSDARG00000114874,SRPK2,ENSDARG00000114874,FP236318.2
ENSDARG00000022503,PKD2L1,ENSDARG00000022503,pkd2l1
ENSDARG00000069431,SLC26A4,ENSDARG00000069431,slc26a4
ENSDARG00000079782,MYH7,ENSDARG00000079782,myh7l
ENSDARG00000074646,ADAMTS16,ENSDARG00000074646,adamts16
ENSDARG00000020581,OTOF,ENSDARG00000020581,otofb
ENSDARG00000002231,PLPP2,ENSDARG00000002231,plpp2a
ENSDARG00000002533,ADORA2B,ENSDARG00000002533,adora2b
ENSDARG00000110055,GSTK1,ENSDARG00000110055,CR854927.4
ENSDARG00000016084,SPSB4,ENSDARG00000016084,spsb4a
ENSDARG00000023703,KCTD6,ENSDARG00000023703,kctd6b
ENSDARG00000102687,NBL1,ENSDARG00000102687,CABZ01085139.1
ENSDARG00000076701,B4GALNT4,ENSDARG00000076701,b4galnt4b
ENSDARG00000036567,AANAT,ENSDARG00000036567,aanat1
ENSDARG00000061039,ATP10A,ENSDARG00000061039,atp10a
ENSDARG00000038868,EN2,ENSDARG00000038868,en2b
ENSDARG00000034572,GPR143,ENSDARG00000034572,gpr143
ENSDARG00000104735,NKX6-2,ENSDARG00000104735,nkx6.2
ENSDARG00000099645,RCSD1,ENSDARG00000099645,zgc_153184
ENSDARG00000098909,SHC3,ENSDARG00000098909,SHC3
ENSDARG00000089217,UBAP1L,ENSDARG00000089217,ubap1la
ENSDARG00000075977,PRR5,ENSDARG00000075977,prr5a
ENSDARG00000099344,PLA2G10,ENSDARG00000099344,zgc_92162
ENSDARG00000094272,MAP3K19,ENSDARG00000094272,map3k19
ENSDARG00000069594,KIF13A,ENSDARG00000069594,kif13a
ENSDARG00000017931,INTS6L,ENSDARG00000017931,ints6l
ENSDARG00000061240,CBLN4,ENSDARG00000061240,cbln4
ENSDARG00000089129,BAX,ENSDARG00000089129,baxa
ENSDARG00000111474,CFAP100,ENSDARG00000111474,cfap100
ENSDARG00000095022,THSD7B,ENSDARG00000095022,thsd7ba
ENSDARG00000100794,MMP27,ENSDARG00000100794,mmp13b
ENSDARG00000100794,MMP3,ENSDARG00000100794,mmp13b
ENSDARG00000100794,MMP10,ENSDARG00000100794,mmp13b
ENSDARG00000100794,MMP26,ENSDARG00000100794,mmp13b
ENSDARG00000100794,MMP12,ENSDARG00000100794,mmp13b
ENSDARG00000114879,DOK1,ENSDARG00000114879,CABZ01072950.1
ENSDARG00000098915,CIROP,ENSDARG00000098915,si_ch211-216p19.5
ENSDARG00000076480,MCF2L,ENSDARG00000076480,mcf2lb
ENSDARG00000001971,CTHRC1,ENSDARG00000001971,cthrc1b
ENSDARG00000092696,CYP11A1,ENSDARG00000092696,cyp11a2
ENSDARG00000073747,LINGO4,ENSDARG00000073747,si_dkey-1j5.4
ENSDARG00000073747,LINGO3,ENSDARG00000073747,si_dkey-1j5.4
ENSDARG00000056374,NOXO1,ENSDARG00000056374,noxo1b
ENSDARG00000045737,HPCAL4,ENSDARG00000045737,guca1g
ENSDARG00000045737,GUCA1C,ENSDARG00000045737,guca1g
ENSDARG00000006832,GALNT9,ENSDARG00000006832,galnt9
ENSDARG00000067646,TMEM232,ENSDARG00000067646,tmem232
ENSDARG00000102200,MAN2A1,ENSDARG00000102200,man2a1
ENSDARG00000069245,MATN3,ENSDARG00000069245,matn3a
ENSDARG00000090673,C19orf44,ENSDARG00000090673,si_ch1073-104i17.1
ENSDARG00000079730,FUZ,ENSDARG00000079730,fuz
ENSDARG00000102551,JAZF1,ENSDARG00000102551,jazf1a
ENSDARG00000035427,SURF6,ENSDARG00000035427,surf6
ENSDARG00000010662,FBXO36,ENSDARG00000010662,fbxo36a
ENSDARG00000062828,IRGC,ENSDARG00000062828,si_ch73-171o20.1
ENSDARG00000101868,DENND1B,ENSDARG00000101868,dennd1b
ENSDARG00000032799,KCND2,ENSDARG00000032799,kcnd2
ENSDARG00000067794,BTN2A1,ENSDARG00000067794,cabz01076234.2
ENSDARG00000027469,HSD17B1,ENSDARG00000027469,hsd17b1
ENSDARG00000078125,RUSC1,ENSDARG00000078125,rusc1
ENSDARG00000041952,PROX2,ENSDARG00000041952,prox2
ENSDARG00000103290,APBB2,ENSDARG00000103290,LO018568.2
ENSDARG00000063059,ABCG8,ENSDARG00000063059,abcg8
ENSDARG00000051711,FCGRT,ENSDARG00000051711,CR339041.2
ENSDARG00000051711,CD1D,ENSDARG00000051711,CR339041.2
ENSDARG00000051711,CD1A,ENSDARG00000051711,CR339041.2
ENSDARG00000051711,CD1C,ENSDARG00000051711,CR339041.2
ENSDARG00000051711,CD1B,ENSDARG00000051711,CR339041.2
ENSDARG00000051711,CD1E,ENSDARG00000051711,CR339041.2
ENSDARG00000022668,GRAP,ENSDARG00000022668,grapb
ENSDARG00000022668,GRAPL,ENSDARG00000022668,grapb
ENSDARG00000076309,MXRA5,ENSDARG00000076309,mxra5b
ENSDARG00000086183,VKORC1,ENSDARG00000086183,vkorc1
ENSDARG00000079310,ST3GAL1,ENSDARG00000079310,st3gal1l
ENSDARG00000057899,FBXO44,ENSDARG00000057899,zgc_114081
ENSDARG00000020149,ACOXL,ENSDARG00000020149,acoxl
ENSDARG00000046092,CD209,ENSDARG00000046092,si_ch211-283g2.3
ENSDARG00000046092,FCER2,ENSDARG00000046092,si_ch211-283g2.3
ENSDARG00000046092,CLEC4M,ENSDARG00000046092,si_ch211-283g2.3
ENSDARG00000046092,CLEC4A,ENSDARG00000046092,si_ch211-283g2.3
ENSDARG00000046092,CD207,ENSDARG00000046092,si_ch211-283g2.3
ENSDARG00000046092,CLEC4D,ENSDARG00000046092,si_ch211-283g2.3
ENSDARG00000046092,CLEC4G,ENSDARG00000046092,si_ch211-283g2.3
